	end	entity_group	score	start	word	brand_name	application_number	match_type	concept_id
3861	129	GENETIC	0.5277872085571289	118	transporter			0	
3862	318	GENETIC	0.9999926090240479	311	OATP1B1			60	normalize.gene:OATP1B1
3863	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C			0	
3864	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C			0	
3865	44	CHEMICAL	0.9999901652336121	37	HMG - CoA			0	
3866	89	CHEMICAL	0.9999961853027344	77	rosuvastatin			80	rxcui:301542
3867	184	CHEMICAL	0.9999980926513672	172	rosuvastatin			80	rxcui:301542
3868	523	CHEMICAL	0.9999979734420776	511	rosuvastatin			80	rxcui:301542
3870	29	GENETIC	0.9999871253967285	22	CYP2C19			100	normalize.gene:CYP2C19
3871	461	GENETIC	0.9999942779541016	454	CYP2C19			100	normalize.gene:CYP2C19
3872	600	GENETIC	0.9999922513961792	593	CYP2C19			100	normalize.gene:CYP2C19
3873	615	GENETIC	0.999987781047821	602	CYP2C19 * 2 / * 2			0	
3874	711	GENETIC	0.9999154210090637	698	CYP2C19 * 1 / * 1			0	
3875	744	GENETIC	0.9999868869781494	731	CYP2C19 * 1 / * x			0	
3876	267	CHEMICAL	0.9999982118606567	255	pantoprazole			80	rxcui:253191
3878	29	GENETIC	0.9999865293502808	22	CYP2C19			100	normalize.gene:CYP2C19
3879	459	GENETIC	0.999994158744812	452	CYP2C19			100	normalize.gene:CYP2C19
3880	598	GENETIC	0.9999923706054688	591	CYP2C19			100	normalize.gene:CYP2C19
3881	616	GENETIC	0.9999871850013733	600	CYP2C19 * 2 / * 2			0	
3882	715	GENETIC	0.9999366402626038	699	CYP2C19 * 1 / * 1			0	
3883	751	GENETIC	0.9999870657920837	735	CYP2C19 * 1 / * x			0	
3884	267	CHEMICAL	0.9999982118606567	255	pantoprazole			80	rxcui:253191
3886	29	GENETIC	0.9999865293502808	22	CYP2C19			100	normalize.gene:CYP2C19
3887	459	GENETIC	0.999994158744812	452	CYP2C19			100	normalize.gene:CYP2C19
3888	598	GENETIC	0.9999923706054688	591	CYP2C19			100	normalize.gene:CYP2C19
3889	616	GENETIC	0.9999871850013733	600	CYP2C19 * 2 / * 2			0	
3890	715	GENETIC	0.9999366402626038	699	CYP2C19 * 1 / * 1			0	
3891	751	GENETIC	0.9999870657920837	735	CYP2C19 * 1 / * x			0	
3892	267	CHEMICAL	0.9999982118606567	255	pantoprazole			80	rxcui:253191
3894	29	GENETIC	0.9999819993972778	22	CYP2C19			100	normalize.gene:CYP2C19
3895	118	GENETIC	0.9936403036117554	102	CYP2C19 * 1 allele			0	
3896	173	GENETIC	0.9387702345848083	149	CYP2C19 * 2 and * 3 alleles			0	
3897	485	GENETIC	0.9999910593032837	478	CYP2C19			100	normalize.gene:CYP2C19
3898	727	GENETIC	0.999990701675415	720	CYP2C19			100	normalize.gene:CYP2C19
3899	96	CHEMICAL	0.9999980926513672	86	omeprazole			80	rxcui:7646
3900	449	CHEMICAL	0.9999980926513672	439	omeprazole			80	rxcui:7646
3901	522	CHEMICAL	0.9999980926513672	512	omeprazole			80	rxcui:7646
3902	800	CHEMICAL	0.9999979734420776	790	omeprazole			80	rxcui:7646
3903	828	CHEMICAL	0.9999982118606567	818	omeprazole			80	rxcui:7646
3905	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase	Rosuvastatin calcium	ANDA207752	0	
3906	107	GENETIC	0.999990701675415	100	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
3907	129	GENETIC	0.5277872085571289	118	transporter	Rosuvastatin calcium	ANDA207752	0	
3908	318	GENETIC	0.9999926090240479	311	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
3909	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C	Rosuvastatin calcium	ANDA207752	0	
3910	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C	Rosuvastatin calcium	ANDA207752	0	
3911	44	CHEMICAL	0.9999901652336121	37	HMG - CoA	Rosuvastatin calcium	ANDA207752	0	
3912	89	CHEMICAL	0.9999961853027344	77	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
3913	184	CHEMICAL	0.9999980926513672	172	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
3914	523	CHEMICAL	0.9999979734420776	511	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
3916	28	GENETIC	0.999981164932251	22	CYP2C9	Phenytoin	NDA008762	100	normalize.gene:CYP2C9
3917	108	GENETIC	0.9999930262565613	100	CYP2C9 * 2	Phenytoin	NDA008762	0	
3918	129	GENETIC	0.9739627242088318	113	CYP2C9 * 3 alleles	Phenytoin	NDA008762	0	
3919	333	GENETIC	0.9940413236618042	319	CYP2C9 alleles	Phenytoin	NDA008762	0	
3920	439	GENETIC	0.9999867677688599	433	CYP2C9	Phenytoin	NDA008762	100	normalize.gene:CYP2C9
3921	600	GENETIC	0.9999921321868896	594	CYP2C9	Phenytoin	NDA008762	100	normalize.gene:CYP2C9
3922	284	CHEMICAL	0.9999982118606567	275	phenytoin	Phenytoin	NDA008762	80	rxcui:71227
3923	385	CHEMICAL	0.9999982118606567	376	phenytoin	Phenytoin	NDA008762	80	rxcui:71227
3925	28	GENETIC	0.9999802112579346	22	CYP2C9	Phenytoin	ANDA200565	100	normalize.gene:CYP2C9
3926	108	GENETIC	0.999993085861206	100	CYP2C9 * 2	Phenytoin	ANDA200565	0	
3927	129	GENETIC	0.9826747179031372	113	CYP2C9 * 3 alleles	Phenytoin	ANDA200565	0	
3928	333	GENETIC	0.9949547052383423	319	CYP2C9 alleles	Phenytoin	ANDA200565	0	
3929	439	GENETIC	0.9999858140945435	433	CYP2C9	Phenytoin	ANDA200565	100	normalize.gene:CYP2C9
3930	606	GENETIC	0.9999920129776001	600	CYP2C9	Phenytoin	ANDA200565	100	normalize.gene:CYP2C9
3931	284	CHEMICAL	0.9999982118606567	275	phenytoin	Phenytoin	ANDA200565	80	rxcui:71227
3932	385	CHEMICAL	0.9999982118606567	376	phenytoin	Phenytoin	ANDA200565	80	rxcui:71227
3934	72	GENETIC	0.9999896883964539	46	N - acetyltransferase gene 2			0	
3935	78	GENETIC	0.9999915361404419	74	NAT2			100	normalize.gene:NAT2
3936	984	GENETIC	0.9999887943267822	980	NAT2			100	normalize.gene:NAT2
3937	47	CHEMICAL	0.9999833106994629	46	N			0	
3938	306	CHEMICAL	0.9999980926513672	293	amifampridine			80	rxcui:2106338
3940	180	GENETIC	0.9990986585617065	169	UGT enzymes	Arformoterol tartrate	ANDA200293	0	
3941	277	GENETIC	0.838056743144989	274	CYP	Arformoterol tartrate	ANDA200293	60	normalize.gene:CYP
3942	292	GENETIC	0.9998750686645508	286	CYP2D6	Arformoterol tartrate	ANDA200293	100	normalize.gene:CYP2D6
3943	304	GENETIC	0.9999855756759644	297	CYP2C19	Arformoterol tartrate	ANDA200293	100	normalize.gene:CYP2C19
3944	355	GENETIC	0.9999830722808838	349	CYP2D6	Arformoterol tartrate	ANDA200293	100	normalize.gene:CYP2D6
3945	376	GENETIC	0.9865102171897888	363	UGT1A1 enzyme	Arformoterol tartrate	ANDA200293	0	
3946	483	GENETIC	0.9999731779098511	477	CYP2D6	Arformoterol tartrate	ANDA200293	100	normalize.gene:CYP2D6
3947	504	GENETIC	0.9863054752349854	491	UGT1A1 enzyme	Arformoterol tartrate	ANDA200293	0	
3948	34	CHEMICAL	0.9999978542327881	22	Arformoterol	Arformoterol tartrate	ANDA200293	80	rxcui:304962
3949	145	CHEMICAL	0.9999982118606567	133	arformoterol	Arformoterol tartrate	ANDA200293	80	rxcui:304962
3950	220	CHEMICAL	0.9999963045120239	219	O	Arformoterol tartrate	ANDA200293	60	rxcui:7806
3951	443	CHEMICAL	0.9999980926513672	431	arformoterol	Arformoterol tartrate	ANDA200293	80	rxcui:304962
3953	38	GENETIC	0.9965610504150391	22	Celecoxib CYP2C9			0	
3954	180	GENETIC	0.9999868273735046	172	CYP2C9 * 2			0	
3955	193	GENETIC	0.9999588131904602	185	CYP2C9 * 3			0	
3956	314	GENETIC	0.9996313452720642	303	CYP2C9 * 3 / * 3			0	
3957	442	GENETIC	0.9992808699607849	431	CYP2C9 * 1 / * 1			0	
3958	451	GENETIC	0.603961169719696	448	/ * 3			0	
3959	550	GENETIC	0.9999289512634277	544	CYP2C9			100	normalize.gene:CYP2C9
3960	31	CHEMICAL	0.9999966621398926	22	Celecoxib			80	rxcui:140587
3961	340	CHEMICAL	0.9999980926513672	331	celecoxib			80	rxcui:140587
3962	496	CHEMICAL	0.9999980926513672	487	celecoxib			80	rxcui:140587
3964	148	GENETIC	0.9999842643737793	141	CYP2C19			100	normalize.gene:CYP2C19
3965	493	GENETIC	0.9993600249290466	486	CYP2C19			100	normalize.gene:CYP2C19
3966	74	CHEMICAL	0.9983878135681152	56	Rabeprazole Sodium			80	rxcui:114979
3967	322	CHEMICAL	0.9999978542327881	311	rabeprazole			80	rxcui:114979
3968	453	CHEMICAL	0.9845640659332275	435	rabeprazole sodium			80	rxcui:114979
3970	199	DISEASE	0.9677387475967407	187	gastric acid			0	
3972	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase			0	
3973	107	GENETIC	0.999990701675415	100	OATP1B1			60	normalize.gene:OATP1B1
3974	129	GENETIC	0.5277872085571289	118	transporter			0	
3975	318	GENETIC	0.9999926090240479	311	OATP1B1			60	normalize.gene:OATP1B1
3976	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C			0	
3977	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C			0	
3978	44	CHEMICAL	0.9999901652336121	37	HMG - CoA			0	
3979	89	CHEMICAL	0.9999961853027344	77	rosuvastatin			80	rxcui:301542
3980	184	CHEMICAL	0.9999980926513672	172	rosuvastatin			80	rxcui:301542
3981	523	CHEMICAL	0.9999979734420776	511	rosuvastatin			80	rxcui:301542
3983	29	GENETIC	0.9998794794082642	22	CYP2C19	Voriconazole	ANDA214516	100	normalize.gene:CYP2C19
3984	87	CHEMICAL	0.9999980926513672	75	voriconazole	Voriconazole	ANDA214516	80	rxcui:121243
3985	414	CHEMICAL	0.9999980926513672	402	voriconazole	Voriconazole	ANDA214516	80	rxcui:121243
3986	588	CHEMICAL	0.9999980926513672	576	voriconazole	Voriconazole	ANDA214516	80	rxcui:121243
3988	45	GENETIC	0.9999517202377319	38	CYP2C19	Clobazam	ANDA210978	100	normalize.gene:CYP2C19
3989	151	GENETIC	0.9999902248382568	144	CYP2C19	Clobazam	ANDA210978	100	normalize.gene:CYP2C19
3990	417	GENETIC	0.9999904632568359	410	CYP2C19	Clobazam	ANDA210978	100	normalize.gene:CYP2C19
3991	521	GENETIC	0.9999910593032837	514	CYP2C19	Clobazam	ANDA210978	100	normalize.gene:CYP2C19
3992	666	GENETIC	0.9999902248382568	659	CYP2C19	Clobazam	ANDA210978	100	normalize.gene:CYP2C19
3993	130	CHEMICAL	0.9999985098838806	111	N - desmethylclobazam	Clobazam	ANDA210978	0	
3994	195	CHEMICAL	0.9999987483024597	176	N - desmethylclobazam	Clobazam	ANDA210978	0	
3995	638	CHEMICAL	0.9999978542327881	630	clobazam	Clobazam	ANDA210978	80	rxcui:21241
3997	90	GENETIC	0.9999355673789978	62	OATP 1B1 transporter protein	Orilissa	NDA210450	0	
3998	235	GENETIC	0.9999920129776001	227	OATP 1B1	Orilissa	NDA210450	0	
3999	251	GENETIC	0.9998771548271179	237	SLCO1B1 521T > C	Orilissa	NDA210450	0	
4000	419	GENETIC	0.985435962677002	395	SLCO1B1 521 C / C genotype	Orilissa	NDA210450	0	
4001	556	GENETIC	0.6103929877281189	548	elagolix	Orilissa	NDA210450	0	
4002	656	GENETIC	0.901257336139679	633	SLCO1B1 521T / T genotype	Orilissa	NDA210450	0	
4003	799	GENETIC	0.9999889135360718	792	OATP1B1	Orilissa	NDA210450	60	normalize.gene:OATP1B1
4004	815	GENETIC	0.9989885091781616	801	SLCO1B1 521T > C	Orilissa	NDA210450	0	
4006	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase	Rosuvastatin calcium	ANDA207752	0	
4007	107	GENETIC	0.999990701675415	100	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4008	129	GENETIC	0.5277872085571289	118	transporter	Rosuvastatin calcium	ANDA207752	0	
4009	318	GENETIC	0.9999926090240479	311	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4010	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C	Rosuvastatin calcium	ANDA207752	0	
4011	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C	Rosuvastatin calcium	ANDA207752	0	
4012	44	CHEMICAL	0.9999901652336121	37	HMG - CoA	Rosuvastatin calcium	ANDA207752	0	
4013	89	CHEMICAL	0.9999961853027344	77	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4014	184	CHEMICAL	0.9999980926513672	172	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4015	523	CHEMICAL	0.9999979734420776	511	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4017	28	GENETIC	0.9999896287918091	22	CYP2C9	Celecoxib	ANDA211412	100	normalize.gene:CYP2C9
4018	170	GENETIC	0.9999883770942688	162	CYP2C9 * 2	Celecoxib	ANDA211412	0	
4019	183	GENETIC	0.9999845623970032	175	CYP2C9 * 3	Celecoxib	ANDA211412	0	
4020	304	GENETIC	0.9990889430046082	293	CYP2C9 * 3 / * 3	Celecoxib	ANDA211412	0	
4021	432	GENETIC	0.9971306324005127	421	CYP2C9 * 1 / * 1	Celecoxib	ANDA211412	0	
4022	441	GENETIC	0.7601962089538574	438	/ * 3	Celecoxib	ANDA211412	0	
4023	540	GENETIC	0.999972939491272	534	CYP2C9	Celecoxib	ANDA211412	100	normalize.gene:CYP2C9
4024	330	CHEMICAL	0.9999980926513672	321	celecoxib	Celecoxib	ANDA211412	80	rxcui:140587
4025	486	CHEMICAL	0.9999979734420776	477	celecoxib	Celecoxib	ANDA211412	80	rxcui:140587
4027	45	GENETIC	0.9999517202377319	38	CYP2C19	Clobazam	ANDA209687	100	normalize.gene:CYP2C19
4028	151	GENETIC	0.9999902248382568	144	CYP2C19	Clobazam	ANDA209687	100	normalize.gene:CYP2C19
4029	417	GENETIC	0.9999904632568359	410	CYP2C19	Clobazam	ANDA209687	100	normalize.gene:CYP2C19
4030	521	GENETIC	0.9999910593032837	514	CYP2C19	Clobazam	ANDA209687	100	normalize.gene:CYP2C19
4031	665	GENETIC	0.9999902248382568	658	CYP2C19	Clobazam	ANDA209687	100	normalize.gene:CYP2C19
4032	130	CHEMICAL	0.9999985098838806	111	N - desmethylclobazam	Clobazam	ANDA209687	0	
4033	195	CHEMICAL	0.9999987483024597	176	N - desmethylclobazam	Clobazam	ANDA209687	0	
4034	637	CHEMICAL	0.9999978542327881	629	clobazam	Clobazam	ANDA209687	80	rxcui:21241
4036	83	GENETIC	0.9999880790710449	77	UGT1A1	IRINOTECAN HYDROCHLORIDE	ANDA213278	100	normalize.gene:UGT1A1
4037	120	GENETIC	0.9999926090240479	109	UGT1A1 gene	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4038	150	GENETIC	0.9547824859619141	133	UGT1A1 * 28 [ ( TA ) 7 ]	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4039	157	GENETIC	0.6664597988128662	155	* 6	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4040	195	GENETIC	0.9999849200248718	182	UGT1A1 enzyme	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4041	387	GENETIC	0.999988317489624	381	UGT1A1	IRINOTECAN HYDROCHLORIDE	ANDA213278	100	normalize.gene:UGT1A1
4042	547	GENETIC	0.8258429765701294	544	- 38	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4043	561	GENETIC	0.9641571044921875	553	UGT1A1 * 6	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4044	564	GENETIC	0.880139946937561	562	* 6	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4045	712	GENETIC	0.999993622303009	703	UGT1A1 * 28	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4046	771	GENETIC	0.9999909400939941	762	UGT1A1 * 28	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4047	785	GENETIC	0.9930148124694824	775	* 6 alleles	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4048	791	GENETIC	0.7770092487335205	790	*	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4049	800	GENETIC	0.794376790523529	795	1 / * 28	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4050	812	GENETIC	0.999987006187439	806	UGT1A1	IRINOTECAN HYDROCHLORIDE	ANDA213278	100	normalize.gene:UGT1A1
4051	1101	GENETIC	0.9619397521018982	1077	UGT1A1 * 28 and * 6 alleles	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4052	1196	GENETIC	0.9999890923500061	1187	UGT1A1 * 28	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4053	1203	GENETIC	0.9408870339393616	1201	* 6	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4054	1323	GENETIC	0.9996399283409119	1314	UGT1A1 * 28	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4055	1330	GENETIC	0.9866702556610107	1328	* 6	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4056	1528	GENETIC	0.9999895095825195	1512	UGT1A1 * 28 allele	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4057	1601	GENETIC	0.9998103976249695	1599	UG	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4058	49	CHEMICAL	0.9999974370002747	44	SN - 38	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4059	504	CHEMICAL	0.9999943375587463	480	irinotecan hydrochloride	IRINOTECAN HYDROCHLORIDE	ANDA213278	80	rxcui:153329
4060	547	CHEMICAL	0.9999980926513672	542	SN - 38	IRINOTECAN HYDROCHLORIDE	ANDA213278	0	
4061	1254	CHEMICAL	0.9999983310699463	1244	irinotecan	IRINOTECAN HYDROCHLORIDE	ANDA213278	80	rxcui:153329
4063	474	DISEASE	0.9999915361404419	463	neutropenia	IRINOTECAN HYDROCHLORIDE	ANDA213278	80	mondo:0001475
4065	916	DISEASE	0.9999911785125732	905	neutropenia	IRINOTECAN HYDROCHLORIDE	ANDA213278	80	mondo:0001475
4067	1148	DISEASE	0.9999933242797852	1140	diarrhea	IRINOTECAN HYDROCHLORIDE	ANDA213278	60	mondo:0001673
4069	28	GENETIC	0.999981164932251	22	CYP2C9	Dilantin Infatabs	ANDA084427	100	normalize.gene:CYP2C9
4070	108	GENETIC	0.9999930262565613	100	CYP2C9 * 2	Dilantin Infatabs	ANDA084427	0	
4071	129	GENETIC	0.9739627242088318	113	CYP2C9 * 3 alleles	Dilantin Infatabs	ANDA084427	0	
4072	333	GENETIC	0.9940413236618042	319	CYP2C9 alleles	Dilantin Infatabs	ANDA084427	0	
4073	439	GENETIC	0.9999867677688599	433	CYP2C9	Dilantin Infatabs	ANDA084427	100	normalize.gene:CYP2C9
4074	600	GENETIC	0.9999921321868896	594	CYP2C9	Dilantin Infatabs	ANDA084427	100	normalize.gene:CYP2C9
4075	284	CHEMICAL	0.9999982118606567	275	phenytoin	Dilantin Infatabs	ANDA084427	80	rxcui:71227
4076	385	CHEMICAL	0.9999982118606567	376	phenytoin	Dilantin Infatabs	ANDA084427	80	rxcui:71227
4078	29	GENETIC	0.9999871253967285	22	CYP2C19	Pantoprazole Sodium	ANDA215860	100	normalize.gene:CYP2C19
4079	461	GENETIC	0.9999942779541016	454	CYP2C19	Pantoprazole Sodium	ANDA215860	100	normalize.gene:CYP2C19
4080	600	GENETIC	0.9999922513961792	593	CYP2C19	Pantoprazole Sodium	ANDA215860	100	normalize.gene:CYP2C19
4081	615	GENETIC	0.999987781047821	602	CYP2C19 * 2 / * 2	Pantoprazole Sodium	ANDA215860	0	
4082	711	GENETIC	0.9999154210090637	698	CYP2C19 * 1 / * 1	Pantoprazole Sodium	ANDA215860	0	
4083	744	GENETIC	0.9999868869781494	731	CYP2C19 * 1 / * x	Pantoprazole Sodium	ANDA215860	0	
4084	267	CHEMICAL	0.9999982118606567	255	pantoprazole	Pantoprazole Sodium	ANDA215860	80	rxcui:253191
4086	29	GENETIC	0.9999860525131226	22	CYP2C19	Esomeprazole sodium	ANDA215732	100	normalize.gene:CYP2C19
4087	120	GENETIC	0.9918976426124573	104	CYP2C19 * 1 allele	Esomeprazole sodium	ANDA215732	0	
4088	167	GENETIC	0.9999744296073914	151	CYP2C19 * 2 and * 3	Esomeprazole sodium	ANDA215732	0	
4089	633	GENETIC	0.9999912977218628	626	CYP2C19	Esomeprazole sodium	ANDA215732	100	normalize.gene:CYP2C19
4090	736	GENETIC	0.9999939203262329	729	CYP2C19	Esomeprazole sodium	ANDA215732	100	normalize.gene:CYP2C19
4091	829	GENETIC	0.9999918937683105	822	CYP2C19	Esomeprazole sodium	ANDA215732	100	normalize.gene:CYP2C19
4092	98	CHEMICAL	0.9999980926513672	86	esomeprazole	Esomeprazole sodium	ANDA215732	80	rxcui:1294569
4093	451	CHEMICAL	0.9999980926513672	439	esomeprazole	Esomeprazole sodium	ANDA215732	80	rxcui:1294569
4094	674	CHEMICAL	0.9999982118606567	662	esomeprazole	Esomeprazole sodium	ANDA215732	80	rxcui:1294569
4095	1136	CHEMICAL	0.9999978542327881	1124	esomeprazole	Esomeprazole sodium	ANDA215732	80	rxcui:1294569
4096	1143	CHEMICAL	0.9458572864532471	1137	sodium	Esomeprazole sodium	ANDA215732	80	rxcui:9853
4098	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase	Rosuvastatin calcium	ANDA207752	0	
4099	107	GENETIC	0.999990701675415	100	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4100	129	GENETIC	0.5277872085571289	118	transporter	Rosuvastatin calcium	ANDA207752	0	
4101	318	GENETIC	0.9999926090240479	311	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4102	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C	Rosuvastatin calcium	ANDA207752	0	
4103	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C	Rosuvastatin calcium	ANDA207752	0	
4104	44	CHEMICAL	0.9999901652336121	37	HMG - CoA	Rosuvastatin calcium	ANDA207752	0	
4105	89	CHEMICAL	0.9999961853027344	77	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4106	184	CHEMICAL	0.9999980926513672	172	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4107	523	CHEMICAL	0.9999979734420776	511	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4109	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase	Rosuvastatin calcium	ANDA207752	0	
4110	107	GENETIC	0.999990701675415	100	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4111	129	GENETIC	0.5277872085571289	118	transporter	Rosuvastatin calcium	ANDA207752	0	
4112	318	GENETIC	0.9999926090240479	311	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4113	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C	Rosuvastatin calcium	ANDA207752	0	
4114	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C	Rosuvastatin calcium	ANDA207752	0	
4115	44	CHEMICAL	0.9999901652336121	37	HMG - CoA	Rosuvastatin calcium	ANDA207752	0	
4116	89	CHEMICAL	0.9999961853027344	77	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4117	184	CHEMICAL	0.9999980926513672	172	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4118	523	CHEMICAL	0.9999979734420776	511	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4120	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase	Rosuvastatin calcium	ANDA207752	0	
4121	107	GENETIC	0.999990701675415	100	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4122	129	GENETIC	0.5277872085571289	118	transporter	Rosuvastatin calcium	ANDA207752	0	
4123	318	GENETIC	0.9999926090240479	311	OATP1B1	Rosuvastatin calcium	ANDA207752	60	normalize.gene:OATP1B1
4124	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C	Rosuvastatin calcium	ANDA207752	0	
4125	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C	Rosuvastatin calcium	ANDA207752	0	
4126	44	CHEMICAL	0.9999901652336121	37	HMG - CoA	Rosuvastatin calcium	ANDA207752	0	
4127	89	CHEMICAL	0.9999961853027344	77	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4128	184	CHEMICAL	0.9999980926513672	172	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4129	523	CHEMICAL	0.9999979734420776	511	rosuvastatin	Rosuvastatin calcium	ANDA207752	80	rxcui:301542
4131	28	GENETIC	0.9999802112579346	22	CYP2C9	Phenytoin	ANDA200565	100	normalize.gene:CYP2C9
4132	108	GENETIC	0.999993085861206	100	CYP2C9 * 2	Phenytoin	ANDA200565	0	
4133	129	GENETIC	0.9826747179031372	113	CYP2C9 * 3 alleles	Phenytoin	ANDA200565	0	
4134	333	GENETIC	0.9949547052383423	319	CYP2C9 alleles	Phenytoin	ANDA200565	0	
4135	439	GENETIC	0.9999858140945435	433	CYP2C9	Phenytoin	ANDA200565	100	normalize.gene:CYP2C9
4136	606	GENETIC	0.9999920129776001	600	CYP2C9	Phenytoin	ANDA200565	100	normalize.gene:CYP2C9
4137	284	CHEMICAL	0.9999982118606567	275	phenytoin	Phenytoin	ANDA200565	80	rxcui:71227
4138	385	CHEMICAL	0.9999982118606567	376	phenytoin	Phenytoin	ANDA200565	80	rxcui:71227
4140	41	GENETIC	0.8819726705551147	22	UGT1A1 Polymorphism	ISENTRESS	NDA022145	0	
4141	81	GENETIC	0.9999860525131226	75	UGT1A1	ISENTRESS	NDA022145	100	normalize.gene:UGT1A1
4142	268	GENETIC	0.9999865293502808	262	UGT1A1	ISENTRESS	NDA022145	100	normalize.gene:UGT1A1
4143	501	GENETIC	0.9999833106994629	495	UGT1A1	ISENTRESS	NDA022145	100	normalize.gene:UGT1A1
4144	113	CHEMICAL	0.9999974966049194	102	raltegravir	ISENTRESS	NDA022145	80	rxcui:1235585
4145	490	CHEMICAL	0.9999973773956299	479	raltegravir	ISENTRESS	NDA022145	80	rxcui:1235585
4147	4	GENETIC	0.7567884922027588	2	. 5	Allopurinol	ANDA214443	0	
4148	39	GENETIC	0.9842901229858398	22	HLA - B * 5801 allele	Allopurinol	ANDA214443	0	
4149	61	GENETIC	0.9991419911384583	44	HLA - B * 5801 allele	Allopurinol	ANDA214443	0	
4150	244	GENETIC	0.999986469745636	226	HLA - B * 58 : 01 allele	Allopurinol	ANDA214443	0	
4151	455	GENETIC	0.9999740719795227	437	HLA - B * 58 : 01 allele	Allopurinol	ANDA214443	0	
4152	750	GENETIC	0.9999896883964539	740	HLA - B * 5801	Allopurinol	ANDA214443	0	
4153	149	CHEMICAL	0.9999966621398926	138	allopurinol	Allopurinol	ANDA214443	80	rxcui:519
4155	183	DISEASE	0.9999173283576965	158	hypersensitivity syndrome	Allopurinol	ANDA214443	0	
4157	190	DISEASE	0.9999772310256958	185	DRESS	Allopurinol	ANDA214443	60	ncit:C112208
