	end	entity_group	score	start	word	match_score	concept_id	match_type
3714	80	GENETIC	0.9999850988388062	74	CYP2B6		normalize.gene:CYP2B6	100
3715	88	GENETIC	0.9998329281806946	82	CYP2C9		normalize.gene:CYP2C9	100
3716	97	GENETIC	0.9998900294303894	90	CYP2C19		normalize.gene:CYP2C19	100
3717	108	GENETIC	0.9999753832817078	102	CYP3A5		normalize.gene:CYP3A5	100
3718	137	CHEMICAL	0.9999979734420776	136	p		chembl:CHEMBL4300766	80
3719	145	CHEMICAL	0.9560449719429016	137	##rasugrel			0
3721	207	DISEASE	0.9997575879096985	187	platelet aggregation			0
3723	28	GENETIC	0.9999557733535767	22	CYP2C9		normalize.gene:CYP2C9	100
3724	108	GENETIC	0.9999886751174927	100	CYP2C9 * 2			0
3725	129	GENETIC	0.990462601184845	113	CYP2C9 * 3 alleles			0
3726	333	GENETIC	0.9891148805618286	319	CYP2C9 alleles			0
3727	439	GENETIC	0.9998244047164917	433	CYP2C9		normalize.gene:CYP2C9	100
3728	600	GENETIC	0.9999545812606812	594	CYP2C9		normalize.gene:CYP2C9	100
3729	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
3730	284	CHEMICAL	0.9171979427337646	276	##henytoin			0
3731	385	CHEMICAL	0.9841100573539734	376	phenytoin		rxcui:71227	80
3733	81	GENETIC	0.9999865889549255	75	UGT1A1		normalize.gene:UGT1A1	100
3734	118	GENETIC	0.9999921917915344	107	UGT1A1 gene			0
3735	148	GENETIC	0.9896628856658936	131	UGT1A1 * 28 [ ( TA ) 7 ]			0
3736	155	GENETIC	0.8153074979782104	153	* 6			0
3737	193	GENETIC	0.9999876618385315	180	UGT1A1 enzyme			0
3738	385	GENETIC	0.9999845623970032	379	UGT1A1		normalize.gene:UGT1A1	100
3739	545	GENETIC	0.9005083441734314	541	##N - 38			0
3740	562	GENETIC	0.922955334186554	551	UGT1A1 * 6 / * 6			0
3741	710	GENETIC	0.9999887943267822	701	UGT1A1 * 28			0
3742	769	GENETIC	0.9999856948852539	760	UGT1A1 * 28			0
3743	783	GENETIC	0.9325994253158569	773	* 6 alleles			0
3744	789	GENETIC	0.6224562525749207	788	*			0
3745	798	GENETIC	0.7349409461021423	793	1 / * 28			0
3746	810	GENETIC	0.9999589323997498	804	UGT1A1		normalize.gene:UGT1A1	100
3747	1099	GENETIC	0.9805919528007507	1075	UGT1A1 * 28 and * 6 alleles			0
3748	1194	GENETIC	0.9999878406524658	1185	UGT1A1 * 28			0
3749	1201	GENETIC	0.8231096863746643	1199	* 6			0
3750	1320	GENETIC	0.9999194741249084	1311	UGT1A1 * 28			0
3751	1327	GENETIC	0.964399516582489	1325	* 6			0
3752	1525	GENETIC	0.9999675750732422	1509	UGT1A1 * 28 allele			0
3753	1599	GENETIC	0.9999492764472961	1596	UGT		normalize.gene:UGT	60
3754	47	CHEMICAL	0.9999737739562988	42	SN - 38			0
3755	479	CHEMICAL	0.9999982118606567	478	i		rxcui:6033	60
3756	502	CHEMICAL	0.9494166374206543	479	##rinotecan hydrochloride			0
3757	545	CHEMICAL	0.9994714260101318	540	SN - 38			0
3758	1243	CHEMICAL	0.9999983310699463	1242	i		rxcui:6033	60
3759	1252	CHEMICAL	0.9909178614616394	1243	##rinotecan			0
3761	463	DISEASE	0.9999915361404419	461	ne			0
3762	472	DISEASE	0.873591959476471	463	##utropenia			0
3764	914	DISEASE	0.9144294261932373	903	neutropenia		mondo:0001475	80
3766	1140	DISEASE	0.9999934434890747	1138	di		ncit:C84667	60
3767	1146	DISEASE	0.9186083674430847	1140	##arrhea			0
3769	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
3770	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
3771	127	GENETIC	0.5277884006500244	118	transport			0
3772	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
3773	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
3774	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
3775	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
3776	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
3777	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
3778	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3779	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
3780	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
3782	137	GENETIC	0.9665500521659851	130	CYP2C19		normalize.gene:CYP2C19	100
3783	480	GENETIC	0.9655416011810303	475	CYP2C		normalize.gene:CYP2C	80
3784	63	CHEMICAL	0.9102184176445007	56	ACIPHEX		rxcui:114979	80
3785	311	CHEMICAL	0.9999736547470093	300	rabeprazole		rxcui:114979	80
3786	442	CHEMICAL	0.9644729495048523	424	rabeprazole sodium		rxcui:114979	80
3788	188	DISEASE	0.7386457324028015	176	gastric acid			0
3790	54	GENETIC	0.9999903440475464	37	HMG - CoA reductase			0
3791	107	GENETIC	0.9999844431877136	100	OATP1B1		normalize.gene:OATP1B1	60
3792	127	GENETIC	0.6630234122276306	118	transport			0
3793	318	GENETIC	0.9999856948852539	311	OATP1B1		normalize.gene:OATP1B1	60
3794	335	GENETIC	0.9991837739944458	321	SLCO1B1 521T > C			0
3795	391	GENETIC	0.9981083869934082	376	SLCO1B1 521 C / C			0
3796	44	CHEMICAL	0.9999208450317383	37	HMG - CoA			0
3797	78	CHEMICAL	0.9999960660934448	77	r		rxcui:1091	60
3798	89	CHEMICAL	0.9895583391189575	78	##osuvastatin			0
3799	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3800	184	CHEMICAL	0.8976718187332153	173	##osuvastatin			0
3801	523	CHEMICAL	0.986269474029541	511	rosuvastatin		rxcui:301542	80
3803	29	GENETIC	0.9999885559082031	22	CYP2C19		normalize.gene:CYP2C19	100
3804	462	GENETIC	0.9999805688858032	455	CYP2C19		normalize.gene:CYP2C19	100
3805	601	GENETIC	0.9995789527893066	594	CYP2C19		normalize.gene:CYP2C19	100
3806	616	GENETIC	0.9999862909317017	603	CYP2C19 * 2 / * 2			0
3807	712	GENETIC	0.9999240636825562	699	CYP2C19 * 1 / * 1			0
3808	745	GENETIC	0.9999833106994629	732	CYP2C19 * 1 / * x			0
3809	267	CHEMICAL	0.9999752044677734	255	pantoprazole		rxcui:253191	80
3810	274	CHEMICAL	0.9999885559082031	268	sodium		rxcui:9853	80
3812	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
3813	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
3814	127	GENETIC	0.5277884006500244	118	transport			0
3815	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
3816	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
3817	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
3818	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
3819	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
3820	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
3821	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3822	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
3823	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
3825	29	GENETIC	0.9999859929084778	22	CYP2C19		normalize.gene:CYP2C19	100
3826	118	GENETIC	0.9866571426391602	102	CYP2C19 * 1 allele			0
3827	169	GENETIC	0.9620485305786133	149	CYP2C19 * 2 and * 3 all			0
3828	485	GENETIC	0.9999691247940063	478	CYP2C19		normalize.gene:CYP2C19	100
3829	704	GENETIC	0.9999534487724304	697	CYP2C19		normalize.gene:CYP2C19	100
3830	96	CHEMICAL	0.9999710321426392	86	omeprazole		rxcui:7646	80
3831	449	CHEMICAL	0.9999885559082031	439	omeprazole		rxcui:7646	80
3832	522	CHEMICAL	0.999991238117218	512	omeprazole		rxcui:7646	80
3833	777	CHEMICAL	0.9998747110366821	767	omeprazole		rxcui:7646	80
3834	805	CHEMICAL	0.9999847412109375	795	omeprazole		rxcui:7646	80
3836	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
3837	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
3838	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
3839	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
3840	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
3841	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
3842	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
3843	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
3844	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
3845	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
3846	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
3847	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
3848	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
3849	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
3850	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
3851	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
3852	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
3853	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
3854	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
3855	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
3856	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
3857	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
3858	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
3859	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
3860	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
3862	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
3863	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
3864	127	GENETIC	0.5277884006500244	118	transport			0
3865	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
3866	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
3867	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
3868	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
3869	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
3870	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
3871	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3872	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
3873	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
3875	29	GENETIC	0.999988853931427	22	CYP2C19		normalize.gene:CYP2C19	100
3876	461	GENETIC	0.9999801516532898	454	CYP2C19		normalize.gene:CYP2C19	100
3877	600	GENETIC	0.9995797276496887	593	CYP2C19		normalize.gene:CYP2C19	100
3878	615	GENETIC	0.9999867677688599	602	CYP2C19 * 2 / * 2			0
3879	711	GENETIC	0.9999420046806335	698	CYP2C19 * 1 / * 1			0
3880	744	GENETIC	0.9999862909317017	731	CYP2C19 * 1 / * x			0
3881	267	CHEMICAL	0.9999809861183167	255	pantoprazole		rxcui:253191	80
3883	29	GENETIC	0.9999884366989136	22	CYP2C19		normalize.gene:CYP2C19	100
3884	459	GENETIC	0.9999825358390808	452	CYP2C19		normalize.gene:CYP2C19	100
3885	598	GENETIC	0.999733567237854	591	CYP2C19		normalize.gene:CYP2C19	100
3886	616	GENETIC	0.9999847412109375	600	CYP2C19 * 2 / * 2			0
3887	715	GENETIC	0.9999550580978394	699	CYP2C19 * 1 / * 1			0
3888	751	GENETIC	0.9999863505363464	735	CYP2C19 * 1 / * x			0
3889	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
3891	29	GENETIC	0.9999884366989136	22	CYP2C19		normalize.gene:CYP2C19	100
3892	459	GENETIC	0.9999825358390808	452	CYP2C19		normalize.gene:CYP2C19	100
3893	598	GENETIC	0.999733567237854	591	CYP2C19		normalize.gene:CYP2C19	100
3894	616	GENETIC	0.9999847412109375	600	CYP2C19 * 2 / * 2			0
3895	715	GENETIC	0.9999550580978394	699	CYP2C19 * 1 / * 1			0
3896	751	GENETIC	0.9999863505363464	735	CYP2C19 * 1 / * x			0
3897	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
3899	29	GENETIC	0.9999853372573853	22	CYP2C19		normalize.gene:CYP2C19	100
3900	118	GENETIC	0.9881380796432495	102	CYP2C19 * 1 allele			0
3901	169	GENETIC	0.9610321521759033	149	CYP2C19 * 2 and * 3 all			0
3902	485	GENETIC	0.9999669790267944	478	CYP2C19		normalize.gene:CYP2C19	100
3903	727	GENETIC	0.9999504089355469	720	CYP2C19		normalize.gene:CYP2C19	100
3904	96	CHEMICAL	0.9999712109565735	86	omeprazole		rxcui:7646	80
3905	449	CHEMICAL	0.9999883770942688	439	omeprazole		rxcui:7646	80
3906	522	CHEMICAL	0.9999906420707703	512	omeprazole		rxcui:7646	80
3907	800	CHEMICAL	0.9999595880508423	790	omeprazole		rxcui:7646	80
3908	828	CHEMICAL	0.9999696016311646	818	omeprazole		rxcui:7646	80
3910	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
3911	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
3912	127	GENETIC	0.5277884006500244	118	transport			0
3913	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
3914	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
3915	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
3916	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
3917	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
3918	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
3919	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3920	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
3921	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
3923	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
3924	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
3925	127	GENETIC	0.5277884006500244	118	transport			0
3926	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
3927	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
3928	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
3929	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
3930	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
3931	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
3932	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3933	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
3934	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
3936	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
3937	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
3938	127	GENETIC	0.5277884006500244	118	transport			0
3939	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
3940	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
3941	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
3942	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
3943	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
3944	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
3945	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3946	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
3947	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
3949	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
3950	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
3951	127	GENETIC	0.5277884006500244	118	transport			0
3952	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
3953	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
3954	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
3955	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
3956	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
3957	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
3958	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
3959	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
3960	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
3962	28	GENETIC	0.9999563097953796	22	CYP2C9		normalize.gene:CYP2C9	100
3963	108	GENETIC	0.9999884366989136	100	CYP2C9 * 2			0
3964	129	GENETIC	0.9861041307449341	113	CYP2C9 * 3 alleles			0
3965	333	GENETIC	0.9868575930595398	319	CYP2C9 alleles			0
3966	439	GENETIC	0.9998335838317871	433	CYP2C9		normalize.gene:CYP2C9	100
3967	600	GENETIC	0.9999561309814453	594	CYP2C9		normalize.gene:CYP2C9	100
3968	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
3969	284	CHEMICAL	0.9109177589416504	276	##henytoin			0
3970	385	CHEMICAL	0.9849437475204468	376	phenytoin		rxcui:71227	80
3972	28	GENETIC	0.9999563097953796	22	CYP2C9		normalize.gene:CYP2C9	100
3973	108	GENETIC	0.9999884366989136	100	CYP2C9 * 2			0
3974	129	GENETIC	0.9861041307449341	113	CYP2C9 * 3 alleles			0
3975	333	GENETIC	0.9868575930595398	319	CYP2C9 alleles			0
3976	439	GENETIC	0.9998335838317871	433	CYP2C9		normalize.gene:CYP2C9	100
3977	600	GENETIC	0.9999561309814453	594	CYP2C9		normalize.gene:CYP2C9	100
3978	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
3979	284	CHEMICAL	0.9109177589416504	276	##henytoin			0
3980	385	CHEMICAL	0.9849437475204468	376	phenytoin		rxcui:71227	80
3982	28	GENETIC	0.9999549984931946	22	CYP2C9		normalize.gene:CYP2C9	100
3983	108	GENETIC	0.9999886751174927	100	CYP2C9 * 2			0
3984	129	GENETIC	0.990960955619812	113	CYP2C9 * 3 alleles			0
3985	333	GENETIC	0.9895178079605103	319	CYP2C9 alleles			0
3986	439	GENETIC	0.999820351600647	433	CYP2C9		normalize.gene:CYP2C9	100
3987	606	GENETIC	0.9999527931213379	600	CYP2C9		normalize.gene:CYP2C9	100
3988	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
3989	284	CHEMICAL	0.9154881834983826	276	##henytoin			0
3990	385	CHEMICAL	0.984455406665802	376	phenytoin		rxcui:71227	80
3992	72	GENETIC	0.999992311000824	46	N - acetyltransferase gene 2			0
3993	78	GENETIC	0.9999542236328125	74	NAT2		normalize.gene:NAT2	100
3994	984	GENETIC	0.9971440434455872	980	NAT2		normalize.gene:NAT2	100
3995	47	CHEMICAL	0.9999833106994629	46	N			0
3996	295	CHEMICAL	0.9999980926513672	293	am		iuphar.ligand:3589	60
3997	306	CHEMICAL	0.9907532930374146	295	##ifampridine			0
3999	180	GENETIC	0.9992002248764038	169	UGT enzymes			0
4000	275	GENETIC	0.8380560278892517	274	C			0
4001	292	GENETIC	0.9999626278877258	286	CYP2D6		normalize.gene:CYP2D6	100
4002	304	GENETIC	0.9998248815536499	297	CYP2C19		normalize.gene:CYP2C19	100
4003	355	GENETIC	0.9999762773513794	349	CYP2D6		normalize.gene:CYP2D6	100
4004	376	GENETIC	0.9961155652999878	363	UGT1A1 enzyme			0
4005	483	GENETIC	0.9999617338180542	477	CYP2D6		normalize.gene:CYP2D6	100
4006	504	GENETIC	0.9960793852806091	491	UGT1A1 enzyme			0
4007	34	CHEMICAL	0.9962215423583984	22	Arformoterol		rxcui:304962	80
4008	134	CHEMICAL	0.9999982118606567	133	a		rxcui:426	60
4009	145	CHEMICAL	0.9983394742012024	134	##rformoterol			0
4010	220	CHEMICAL	0.9999963045120239	219	O		rxcui:7806	60
4011	432	CHEMICAL	0.9999980926513672	431	a		rxcui:426	60
4012	443	CHEMICAL	0.9999721050262451	432	##rformoterol			0
4014	38	GENETIC	0.9650052785873413	22	Celecoxib CYP2C9			0
4015	180	GENETIC	0.9999819993972778	172	CYP2C9 * 2			0
4016	193	GENETIC	0.9998942613601685	185	CYP2C9 * 3			0
4017	198	GENETIC	0.8975449800491333	195	##oly			0
4018	207	GENETIC	0.8650011420249939	206	##s			0
4019	314	GENETIC	0.9997583627700806	303	CYP2C9 * 3 / * 3			0
4020	442	GENETIC	0.999367356300354	431	CYP2C9 * 1 / * 1			0
4021	451	GENETIC	0.6039617657661438	448	/ * 3			0
4022	550	GENETIC	0.9986572265625	544	CYP2C9		normalize.gene:CYP2C9	100
4023	31	CHEMICAL	0.9996141195297241	22	Celecoxib		rxcui:140587	80
4024	332	CHEMICAL	0.9999980926513672	331	c			0
4025	340	CHEMICAL	0.9481520652770996	332	##elecoxib			0
4026	488	CHEMICAL	0.9999980926513672	487	c			0
4027	496	CHEMICAL	0.9788850545883179	488	##elecoxib			0
4029	32	GENETIC	0.9662682414054871	22	UGT1A1 Pol			0
4030	81	GENETIC	0.9999887347221375	75	UGT1A1		normalize.gene:UGT1A1	100
4031	268	GENETIC	0.9999907612800598	262	UGT1A1		normalize.gene:UGT1A1	100
4032	501	GENETIC	0.99998539686203	495	UGT1A1		normalize.gene:UGT1A1	100
4033	113	CHEMICAL	0.9700215458869934	102	raltegravir		rxcui:1235585	80
4034	480	CHEMICAL	0.9999973773956299	479	r		rxcui:1091	60
4035	490	CHEMICAL	0.9989790916442871	480	##altegravir			0
4037	148	GENETIC	0.9980688095092773	141	CYP2C19		normalize.gene:CYP2C19	100
4038	493	GENETIC	0.9911834001541138	486	CYP2C19		normalize.gene:CYP2C19	100
4039	74	CHEMICAL	0.9973686337471008	56	Rabeprazole Sodium		rxcui:114979	80
4040	322	CHEMICAL	0.9999287724494934	311	rabeprazole		rxcui:114979	80
4041	453	CHEMICAL	0.9436799883842468	435	rabeprazole sodium		rxcui:114979	80
4043	199	DISEASE	0.9733431339263916	187	gastric acid			0
4045	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
4046	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
4047	127	GENETIC	0.5277884006500244	118	transport			0
4048	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
4049	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
4050	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
4051	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
4052	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
4053	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
4054	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
4055	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
4056	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
4058	29	GENETIC	0.9994453191757202	22	CYP2C19		normalize.gene:CYP2C19	100
4059	76	CHEMICAL	0.9999980926513672	75	v		rxcui:11115	60
4060	87	CHEMICAL	0.9815434813499451	76	##oriconazole			0
4061	414	CHEMICAL	0.9719722867012024	402	voriconazole		rxcui:121243	80
4062	577	CHEMICAL	0.9999980926513672	576	v		rxcui:11115	60
4063	588	CHEMICAL	0.8814255595207214	577	##oriconazole			0
4065	29	GENETIC	0.9993993639945984	22	CYP2C19		normalize.gene:CYP2C19	100
4066	76	CHEMICAL	0.9999982118606567	75	v		rxcui:11115	60
4067	87	CHEMICAL	0.9801598787307739	76	##oriconazole			0
4068	414	CHEMICAL	0.9648617506027222	402	voriconazole		rxcui:121243	80
4069	575	CHEMICAL	0.9999980926513672	574	v		rxcui:11115	60
4070	586	CHEMICAL	0.8798662424087524	575	##oriconazole			0
4072	45	GENETIC	0.9999731183052063	38	CYP2C19		normalize.gene:CYP2C19	100
4073	151	GENETIC	0.9999811053276062	144	CYP2C19		normalize.gene:CYP2C19	100
4074	417	GENETIC	0.999976634979248	410	CYP2C19		normalize.gene:CYP2C19	100
4075	521	GENETIC	0.9999780654907227	514	CYP2C19		normalize.gene:CYP2C19	100
4076	666	GENETIC	0.9999665021896362	659	CYP2C19		normalize.gene:CYP2C19	100
4077	130	CHEMICAL	0.9999978542327881	111	N - desmethylclobazam			0
4078	195	CHEMICAL	0.9999971389770508	176	N - desmethylclobazam			0
4079	638	CHEMICAL	0.9998574256896973	630	clobazam		rxcui:21241	80
4081	21	GENETIC	0.9999330639839172	17	RYR1		normalize.gene:RYR1	100
4082	33	GENETIC	0.9999251365661621	26	CACNA1S		normalize.gene:CACNA1S	100
4083	314	GENETIC	0.9999538660049438	310	RYR1		normalize.gene:RYR1	100
4084	326	GENETIC	0.9999672174453735	319	CACNA1S		normalize.gene:CACNA1S	100
4085	231	CHEMICAL	0.9999047517776489	220	sevoflurane		rxcui:36453	80
4087	138	DISEASE	0.9983137249946594	116	malignant hyperthermia		ncit:C84869	80
4089	158	DISEASE	0.9999666810035706	155	MHS		mondo:0020485	60
4091	346	DISEASE	0.9999778270721436	343	MHS		mondo:0020485	60
4093	545	DISEASE	0.9996275305747986	523	Malignant Hyperthermia		ncit:C84869	80
4095	90	GENETIC	0.999962568283081	62	OATP 1B1 transporter protein			0
4096	235	GENETIC	0.9999788403511047	227	OATP 1B1			0
4097	251	GENETIC	0.9998618960380554	237	SLCO1B1 521T > C			0
4098	355	GENETIC	0.5133565068244934	352	##lix			0
4099	415	GENETIC	0.9889517426490784	395	SLCO1B1 521 C / C geno			0
4100	550	GENETIC	0.6103901863098145	548	el		normalize.gene:el	60
4101	556	GENETIC	0.6124351024627686	553	##lix			0
4102	649	GENETIC	0.9539813995361328	633	SLCO1B1 521T / T g			0
4103	799	GENETIC	0.9999897480010986	792	OATP1B1		normalize.gene:OATP1B1	60
4104	815	GENETIC	0.9976862668991089	801	SLCO1B1 521T > C			0
4106	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
4107	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
4108	127	GENETIC	0.5277884006500244	118	transport			0
4109	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
4110	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
4111	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
4112	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
4113	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
4114	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
4115	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
4116	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
4117	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
4119	39	GENETIC	0.9999681711196899	32	CYP2C19		normalize.gene:CYP2C19	100
4120	738	GENETIC	0.9999017715454102	731	CYP2C19		normalize.gene:CYP2C19	100
4121	92	CHEMICAL	0.9914935231208801	77	Dexlansoprazole		rxcui:17128	80
